config_id,search_scope,target_document,top_k,query_count,precision,recall,f1,r_precision,mrr,ndcg,retrieved_answer_unit_count,relevant_retrieved_count
fs_64_12,target_acts,RI,10,7,0.17193223443223443,0.588095238095238,0.2548062287115803,0.34523809523809523,0.6857142857142857,0.5026335745633772,12.428571428571429,1.8571428571428572
fs_64_12,target_acts,RII,5,3,0.2989417989417989,0.2676767676767677,0.2370851370851371,0.2676767676767677,0.2888888888888889,0.2899314271964734,7.333333333333333,2.0
fs_64_12,target_acts,RII,10,3,0.28345959595959597,0.4646464646464647,0.29797979797979796,0.29797979797979796,0.2888888888888889,0.3697111849536339,13.0,3.3333333333333335
fs_64_12,target_acts,W,5,21,0.2376984126984127,0.4507936507936508,0.27887694316265743,0.37936507936507935,0.7261904761904762,0.48266994748587355,5.571428571428571,1.1904761904761905
fs_64_12,target_acts,W,10,21,0.1700531727842652,0.5992063492063492,0.24931417788560647,0.37936507936507935,0.7428571428571429,0.5406954905990963,10.142857142857142,1.6666666666666667
hier_article,all_acts,B,5,10,0.32,0.4533333333333333,0.36278499278499277,0.42833333333333334,0.7333333333333333,0.5063232075052102,5.0,1.6
hier_article,all_acts,B,10,10,0.21000000000000002,0.5816666666666667,0.3013003663003663,0.445,0.7476190476190476,0.5654707622403901,10.0,2.1
hier_article,all_acts,E,5,17,0.2823529411764706,0.6852941176470588,0.38417366946778714,0.538235294117647,0.6784313725490196,0.6204168150946802,5.0,1.411764705882353
hier_article,all_acts,E,10,17,0.17058823529411768,0.7823529411764706,0.2712797006914654,0.538235294117647,0.6784313725490196,0.6612934842797935,10.0,1.7058823529411764
hier_article,all_acts,G,5,17,0.3058823529411765,0.5803921568627451,0.36103308456249633,0.44313725490196076,0.6715686274509803,0.5610919873947801,5.0,1.5294117647058822
hier_article,all_acts,G,10,17,0.19411764705882353,0.6980392156862746,0.28309892721657426,0.45294117647058824,0.6848039215686275,0.597702875840564,10.0,1.9411764705882353
hier_article,all_acts,RI,5,7,0.2285714285714286,0.3738095238095238,0.27223252937538656,0.26666666666666666,0.6952380952380952,0.39244194607216604,5.0,1.1428571428571428
hier_article,all_acts,RI,10,7,0.2,0.6047619047619047,0.29149659863945576,0.29047619047619044,0.6952380952380952,0.5031477960603515,10.0,2.0
hier_article,all_acts,RII,5,3,0.39999999999999997,0.2676767676767677,0.2828282828282828,0.2676767676767677,0.8333333333333334,0.4847883324919369,5.0,2.0
hier_article,all_acts,RII,10,3,0.26666666666666666,0.4065656565656566,0.28869047619047616,0.32323232323232326,0.8333333333333334,0.48760317625799576,10.0,2.6666666666666665
hier_article,all_acts,W,5,21,0.2857142857142857,0.5253968253968254,0.3455885384456813,0.43809523809523804,0.8492063492063492,0.5720166747827653,5.0,1.4285714285714286
hier_article,all_acts,W,10,21,0.17142857142857143,0.6023809523809524,0.254026529026529,0.44603174603174606,0.8492063492063492,0.6050434161120342,10.0,1.7142857142857142
hier_article,pil_acts,B,5,10,0.32,0.4533333333333333,0.36278499278499277,0.42833333333333334,0.7333333333333333,0.5063232075052102,5.0,1.6
hier_article,pil_acts,B,10,10,0.21000000000000002,0.5816666666666667,0.3013003663003663,0.445,0.75,0.5671056834789898,10.0,2.1
hier_article,pil_acts,RI,5,7,0.2857142857142857,0.44523809523809527,0.33572459286745004,0.3380952380952381,0.6952380952380952,0.4443444548246186,5.0,1.4285714285714286
hier_article,pil_acts,RI,10,7,0.2,0.6047619047619047,0.29149659863945576,0.3619047619047619,0.6952380952380952,0.5165956101211647,10.0,2.0
hier_article,pil_acts,RII,5,3,0.39999999999999997,0.2676767676767677,0.2828282828282828,0.2676767676767677,0.8333333333333334,0.4847883324919369,5.0,2.0
hier_article,pil_acts,RII,10,3,0.26666666666666666,0.4065656565656566,0.28869047619047616,0.32323232323232326,0.8333333333333334,0.48760317625799576,10.0,2.6666666666666665
hier_article,target_acts,B,5,10,0.4,0.5783333333333334,0.46000721500721503,0.48666666666666664,0.875,0.6189061873545222,5.0,2.0
hier_article,target_acts,B,10,10,0.27999999999999997,0.8150000000000001,0.40807692307692306,0.5033333333333333,0.875,0.7288014987724248,10.0,2.8
