query_id,baseline_config_id,hierarchy_config_id,search_scope,top_k,specificity,target_document_codes,baseline_precision,hierarchy_precision,delta_precision,baseline_recall,hierarchy_recall,delta_recall,baseline_f1,hierarchy_f1,delta_f1,baseline_r_precision,hierarchy_r_precision,delta_r_precision,baseline_mrr,hierarchy_mrr,delta_mrr,baseline_ndcg,hierarchy_ndcg,delta_ndcg
q4eu_053,fs_256_50,hier_paragraph,target_acts,10,N,W,0.08333333333333333,0.25,0.16666666666666669,0.5,1.0,0.5,0.14285714285714285,0.4,0.2571428571428572,0.5,0.5,0.0,1.0,1.0,0.0,0.6131471927654584,0.8772153153380493,0.26406812257259094
q4eu_053,sem_50_256,hier_paragraph,target_acts,10,N,W,0.16666666666666666,0.25,0.08333333333333334,0.5,1.0,0.5,0.25,0.4,0.15000000000000002,0.5,0.5,0.0,1.0,1.0,0.0,0.6131471927654584,0.8772153153380493,0.26406812257259094
q4eu_054,fs_256_50,hier_paragraph,target_acts,10,L,W,0.0,0.125,0.125,0.0,0.25,0.25,0.0,0.16666666666666666,0.16666666666666666,0.0,0.25,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.19519002499605084,0.19519002499605084
q4eu_054,sem_50_256,hier_paragraph,target_acts,10,L,W,0.14285714285714285,0.125,-0.01785714285714285,0.25,0.25,0.0,0.18181818181818182,0.16666666666666666,-0.015151515151515166,0.25,0.25,0.0,0.25,0.3333333333333333,0.08333333333333331,0.16812753627111746,0.19519002499605084,0.027062488724933387
q4eu_055,fs_256_50,hier_paragraph,target_acts,10,H,W,0.0625,0.14285714285714285,0.08035714285714285,1.0,1.0,0.0,0.11764705882352941,0.25,0.1323529411764706,0.0,0.0,0.0,0.2,0.5,0.3,0.38685280723454163,0.6309297535714575,0.2440769463369159
q4eu_055,sem_50_256,hier_paragraph,target_acts,10,H,W,0.1111111111111111,0.14285714285714285,0.031746031746031744,1.0,1.0,0.0,0.19999999999999998,0.25,0.05000000000000002,1.0,0.0,-1.0,1.0,0.5,-0.5,1.0,0.6309297535714575,-0.36907024642854247
q4eu_056,fs_256_50,hier_paragraph,target_acts,10,L,W,0.2,0.5,0.3,1.0,0.75,-0.25,0.33333333333333337,0.6,0.2666666666666666,0.5,0.5,0.0,1.0,1.0,0.0,0.8094481110121597,0.7095272044910244,-0.09992090652113539
q4eu_056,sem_50_256,hier_paragraph,target_acts,10,L,W,0.3333333333333333,0.5,0.16666666666666669,0.75,0.75,0.0,0.46153846153846156,0.6,0.1384615384615384,0.5,0.5,0.0,1.0,1.0,0.0,0.6886342695939197,0.7095272044910244,0.020892934897104642
q4eu_057,fs_256_50,hier_paragraph,target_acts,10,N,W,0.25,0.42857142857142855,0.17857142857142855,0.75,0.75,0.0,0.375,0.5454545454545454,0.17045454545454541,0.0,0.5,0.5,0.16666666666666666,1.0,0.8333333333333334,0.3797234786375677,0.787702056960637,0.4079785783230693
q4eu_057,sem_50_256,hier_paragraph,target_acts,10,N,W,0.3333333333333333,0.42857142857142855,0.09523809523809523,0.75,0.75,0.0,0.46153846153846156,0.5454545454545454,0.08391608391608385,0.5,0.5,0.0,0.5,1.0,0.5,0.5805485932475565,0.787702056960637,0.20715346371308052
q4eu_058,fs_256_50,hier_paragraph,target_acts,10,N,W,0.15384615384615385,0.25,0.09615384615384615,0.5,0.5,0.0,0.23529411764705882,0.3333333333333333,0.0980392156862745,0.25,0.5,0.25,1.0,1.0,0.0,0.4958756342272121,0.5855700749881525,0.08969444076094041
q4eu_058,sem_50_256,hier_paragraph,target_acts,10,N,W,0.2857142857142857,0.25,-0.0357142857142857,0.5,0.5,0.0,0.36363636363636365,0.3333333333333333,-0.03030303030303033,0.25,0.5,0.25,0.5,1.0,0.5,0.3973220069685352,0.5855700749881525,0.1882480680196173
q4eu_059,fs_256_50,hier_paragraph,target_acts,10,H,W,0.05555555555555555,0.2,0.14444444444444446,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.09523809523809525,0.30769230769230765,0.21245421245421242,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.46927872602275644,0.6049306994552042,0.13565197343244773
q4eu_059,sem_50_256,hier_paragraph,target_acts,10,H,W,0.08333333333333333,0.2,0.11666666666666668,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.30769230769230765,0.17435897435897432,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,0.5,0.2960819109658652,0.6049306994552042,0.30884878848933894
q4eu_060,fs_256_50,hier_paragraph,target_acts,10,L,W,0.16666666666666666,0.3,0.13333333333333333,1.0,0.75,-0.25,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.25,0.25,0.0,0.3333333333333333,0.5,0.16666666666666669,0.5070796370556191,0.4766636348460924,-0.03041600220952667
q4eu_060,sem_50_256,hier_paragraph,target_acts,10,L,W,0.23076923076923078,0.3,0.0692307692307692,0.75,0.75,0.0,0.3529411764705882,0.4285714285714285,0.07563025210084029,0.0,0.25,0.25,0.125,0.5,0.375,0.33457809405681904,0.4766636348460924,0.14208554078927338
q4eu_061,fs_256_50,hier_paragraph,target_acts,10,H,W,0.1,0.1111111111111111,0.0111111111111111,1.0,0.5,-0.5,0.18181818181818182,0.1818181818181818,-2.7755575615628914e-17,0.5,0.5,0.0,1.0,1.0,0.0,0.778842958530688,0.6131471927654584,-0.1656957657652296
q4eu_061,sem_50_256,hier_paragraph,target_acts,10,H,W,0.14285714285714285,0.1111111111111111,-0.031746031746031744,1.0,0.5,-0.5,0.25,0.1818181818181818,-0.0681818181818182,0.5,0.5,0.0,1.0,1.0,0.0,0.7841802768331765,0.6131471927654584,-0.1710330840677181
q4eu_062,fs_256_50,hier_paragraph,target_acts,10,H,W,0.0625,0.1111111111111111,0.048611111111111105,0.5,0.5,0.0,0.1111111111111111,0.1818181818181818,0.07070707070707069,0.5,0.5,0.0,1.0,1.0,0.0,0.6131471927654584,0.6131471927654584,0.0
q4eu_062,sem_50_256,hier_paragraph,target_acts,10,H,W,0.1,0.1111111111111111,0.0111111111111111,0.5,0.5,0.0,0.16666666666666669,0.1818181818181818,0.01515151515151511,0.5,0.5,0.0,1.0,1.0,0.0,0.6131471927654584,0.6131471927654584,0.0
q4eu_063,fs_256_50,hier_paragraph,target_acts,10,N,W,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.5,0.5,0.0,0.09999999999999999,0.22222222222222224,0.12222222222222225,0.5,0.5,0.0,0.5,1.0,0.5,0.38685280723454163,0.6131471927654584,0.22629438553091674
q4eu_063,sem_50_256,hier_paragraph,target_acts,10,N,W,0.1,0.14285714285714285,0.042857142857142844,0.5,0.5,0.0,0.16666666666666669,0.22222222222222224,0.05555555555555555,0.5,0.5,0.0,1.0,1.0,0.0,0.6131471927654584,0.6131471927654584,0.0
q4eu_064,fs_256_50,hier_paragraph,target_acts,10,N,W,0.14285714285714285,0.3333333333333333,0.19047619047619047,1.0,1.0,0.0,0.25,0.5,0.25,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.8962626271568189,0.9066276098484507,0.010364982691631774
q4eu_064,sem_50_256,hier_paragraph,target_acts,10,N,W,0.3,0.3333333333333333,0.033333333333333326,1.0,1.0,0.0,0.4615384615384615,0.5,0.03846153846153849,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.9217868789962071,0.9066276098484507,-0.015159269147756449
q4eu_065,fs_256_50,hier_paragraph,target_acts,10,L,W,0.3333333333333333,0.5714285714285714,0.23809523809523808,0.6666666666666666,0.6666666666666666,0.0,0.4444444444444444,0.6153846153846153,0.1709401709401709,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.6654038023616565,0.7618870795651186,0.09648327720346206
q4eu_065,sem_50_256,hier_paragraph,target_acts,10,L,W,0.2727272727272727,0.5714285714285714,0.2987012987012987,0.5,0.6666666666666666,0.16666666666666663,0.3529411764705882,0.6153846153846153,0.2624434389140271,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.5107574098602351,0.7618870795651186,0.2511296697048835
q4eu_066,fs_256_50,hier_paragraph,target_acts,10,H,W,0.043478260869565216,0.1,0.05652173913043479,1.0,1.0,0.0,0.08333333333333333,0.18181818181818182,0.0984848484848485,0.0,1.0,1.0,0.5,1.0,0.5,0.6309297535714575,1.0,0.36907024642854247
q4eu_066,sem_50_256,hier_paragraph,target_acts,10,H,W,0.07142857142857142,0.1,0.02857142857142858,1.0,1.0,0.0,0.13333333333333333,0.18181818181818182,0.04848484848484849,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
q4eu_067,fs_256_50,hier_paragraph,target_acts,10,L,W,0.08333333333333333,0.14285714285714285,0.05952380952380952,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.2,0.06666666666666668,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.46927872602275644,0.46927872602275644,0.0
q4eu_067,sem_50_256,hier_paragraph,target_acts,10,L,W,0.16666666666666666,0.14285714285714285,-0.023809523809523808,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.2,-0.0222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,0.5,0.2960819109658652,0.46927872602275644,0.17319681505689122
q4eu_068,fs_256_50,hier_paragraph,target_acts,10,L,B;RI;RII,0.0,0.1,0.1,0.0,0.16666666666666666,0.16666666666666666,0.0,0.125,0.125,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,1.0,0.0,0.3026024134988135,0.3026024134988135
q4eu_068,sem_50_256,hier_paragraph,target_acts,10,L,B;RI;RII,0.2,0.1,-0.1,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.25,0.125,-0.125,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1.0,1.0,0.0,0.41039156802332444,0.3026024134988135,-0.10778915452451093
q4eu_069,fs_256_50,hier_paragraph,target_acts,10,L,RI,0.1,0.2,0.1,0.6,0.4,-0.19999999999999996,0.17142857142857143,0.26666666666666666,0.09523809523809523,0.2,0.4,0.2,0.5,0.3333333333333333,-0.16666666666666669,0.36293492019696055,0.3156484524795145,-0.047286467717446046
q4eu_069,sem_50_256,hier_paragraph,target_acts,10,L,RI,0.13333333333333333,0.2,0.06666666666666668,0.4,0.4,0.0,0.2,0.26666666666666666,0.06666666666666665,0.2,0.4,0.2,0.3333333333333333,0.3333333333333333,0.0,0.2765732350040718,0.3156484524795145,0.03907521747544268
q4eu_070,fs_256_50,hier_paragraph,target_acts,10,H,RII,0.14814814814814814,0.3333333333333333,0.18518518518518517,1.0,0.75,-0.25,0.25806451612903225,0.46153846153846156,0.2034739454094293,0.5,0.75,0.25,1.0,1.0,0.0,0.9058653015743079,0.8318724637288826,-0.07399283784542532
q4eu_070,sem_50_256,hier_paragraph,target_acts,10,H,RII,0.3,0.3333333333333333,0.033333333333333326,0.75,0.75,0.0,0.4285714285714285,0.46153846153846156,0.03296703296703307,0.5,0.75,0.25,1.0,1.0,0.0,0.787702056960637,0.8318724637288826,0.044170406768245574
q4eu_071,fs_256_50,hier_paragraph,target_acts,10,N,B,0.03225806451612903,0.2222222222222222,0.18996415770609318,0.5,1.0,0.5,0.06060606060606061,0.3636363636363636,0.303030303030303,0.5,0.5,0.0,0.5,1.0,0.5,0.38685280723454163,0.8065735963827293,0.41972078914818767
q4eu_071,sem_50_256,hier_paragraph,target_acts,10,N,B,0.08333333333333333,0.2222222222222222,0.1388888888888889,0.5,1.0,0.5,0.14285714285714285,0.3636363636363636,0.22077922077922074,0.5,0.5,0.0,0.5,1.0,0.5,0.38685280723454163,0.8065735963827293,0.41972078914818767
q4eu_072,fs_256_50,hier_paragraph,target_acts,10,L,G,0.11764705882352941,0.0,-0.11764705882352941,0.6666666666666666,0.0,-0.6666666666666666,0.2,0.0,-0.2,0.0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.25858665436551814,0.0,-0.25858665436551814
q4eu_072,sem_50_256,hier_paragraph,target_acts,10,L,G,0.15384615384615385,0.0,-0.15384615384615385,0.6666666666666666,0.0,-0.6666666666666666,0.25,0.0,-0.25,0.0,0.0,0.0,0.25,0.0,-0.25,0.35853358850813305,0.0,-0.35853358850813305
